"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"1995","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","11,400",""
"1996","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","11,800",""
"1997","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","12,400",""
"1998","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","12,800",""
"1999","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","13,500",""
"2000","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","14,000",""
"2001","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","14,400",""
"2002","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","14,900",""
"2003","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","15,400",""
"2004","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","16,000",""
"2005","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","16,600",""
"2006","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","17,500",""
"2007","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","18,600",""
"2008","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","19,200","b"
"2009","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","17,500",""
"2010","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","17,700",""
"2011","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","17,800",""
"2012","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","17,300",""
"2013","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","17,000",""
"2014","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","17,500",""
"2015","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","17,900",""
"2016","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","18,500",""
"2017","Slovenia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","19,400",""
"1991","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1992","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1993","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1994","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1995","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","6,600",""
"1996","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","7,000",""
"1997","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","7,400",""
"1998","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","7,700",""
"1999","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","7,700",""
"2000","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","7,800",""
"2001","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","8,000",""
"2002","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","8,400",""
"2003","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","8,900",""
"2004","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","9,300",""
"2005","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","9,900",""
"2006","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","10,800",""
"2007","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","11,900",""
"2008","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","12,600",""
"2009","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","11,900",""
"2010","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","12,400",""
"2011","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","12,900",""
"2012","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","13,100",""
"2013","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","13,200",""
"2014","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","13,600",""
"2015","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","14,200",""
"2016","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","14,600",""
"2017","Slovakia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","15,000",""
"1991","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","23,700",""
"1992","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","22,800",""
"1993","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","22,500",""
"1994","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","23,300",""
"1995","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","24,200",""
"1996","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","25,000",""
"1997","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","26,400",""
"1998","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","27,800",""
"1999","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,000",""
"2000","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","30,500",""
"2001","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","31,300",""
"2002","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","31,700",""
"2003","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","32,300",""
"2004","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","33,400",""
"2005","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,200",""
"2006","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","35,500",""
"2007","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","37,200",""
"2008","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","37,300",""
"2009","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,000",""
"2010","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,900",""
"2011","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","35,600",""
"2012","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,900",""
"2013","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,500",""
"2014","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,200",""
"2015","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,100",""
"2016","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,800",""
"2017","Finland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","35,700",""
"1991","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1992","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1993","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","26,700",""
"1994","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","27,600",""
"1995","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","28,500",""
"1996","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","28,900",""
"1997","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,700",""
"1998","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","31,000",""
"1999","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","32,300",""
"2000","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","33,800",""
"2001","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,300",""
"2002","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,900",""
"2003","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","35,500",""
"2004","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","36,900",""
"2005","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","37,800",""
"2006","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","39,400",""
"2007","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","40,400",""
"2008","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","39,900",""
"2009","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","37,500",""
"2010","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","39,400",""
"2011","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","40,100",""
"2012","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","39,700",""
"2013","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","39,900",""
"2014","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","40,500",""
"2015","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","41,900",""
"2016","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","42,500",""
"2017","Sweden","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","42,800",""
"1991","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1992","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1993","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1994","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1995","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","23,000",""
"1996","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","23,600",""
"1997","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","24,500",""
"1998","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","25,300",""
"1999","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","26,000",""
"2000","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","26,800",""
"2001","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","27,400",""
"2002","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","28,000",""
"2003","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","28,800",""
"2004","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,300",""
"2005","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","30,000",""
"2006","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","30,600",""
"2007","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","31,100",""
"2008","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","30,700",""
"2009","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,200",""
"2010","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,500",""
"2011","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,700",""
"2012","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","30,000",""
"2013","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","30,400",""
"2014","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","31,000",""
"2015","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","31,500",""
"2016","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","31,800",""
"2017","United Kingdom","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","32,200",""
"1991","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1992","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1993","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1994","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1995","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","22,600",""
"1996","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","23,600","b"
"1997","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","25,100",""
"1998","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","26,600",""
"1999","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","27,400",""
"2000","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","28,300",""
"2001","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,000",""
"2002","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","28,900",""
"2003","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","29,400",""
"2004","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","31,400",""
"2005","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","33,000",""
"2006","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","33,800",""
"2007","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","36,100",""
"2008","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","35,900",""
"2009","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","33,500",""
"2010","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","32,500",""
"2011","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","33,000",""
"2012","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","33,300",""
"2013","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,300",""
"2014","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","34,600",""
"2015","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","35,800",""
"2016","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","37,900",""
"2017","Iceland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","38,500",""
"1991","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1992","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1993","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1994","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1995","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1996","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1997","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1998","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1999","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2000","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2001","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2002","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2003","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2004","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2005","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2006","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2007","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2008","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2009","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2010","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2011","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2012","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2013","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2014","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2015","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2016","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"2017","Liechtenstein","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1991","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","46,700",""
"1992","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","48,100",""
"1993","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","49,200",""
"1994","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","51,300",""
"1995","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","53,200",""
"1996","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","55,600",""
"1997","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","58,200",""
"1998","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","59,400",""
"1999","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","60,200",""
"2000","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","61,700",""
"2001","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","62,700",""
"2002","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","63,200",""
"2003","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","63,400",""
"2004","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","65,600",""
"2005","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","66,800",""
"2006","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","67,900",""
"2007","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","69,200",""
"2008","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","68,700",""
"2009","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","66,600",""
"2010","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","66,300",""
"2011","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","66,100",""
"2012","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","67,000",""
"2013","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","66,900",""
"2014","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","67,400",""
"2015","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","68,000",""
"2016","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","68,200",""
"2017","Norway","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","69,100",""
"1991","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1992","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1993","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1994","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1995","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","46,300",""
"1996","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","46,300",""
"1997","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","47,300",""
"1998","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","48,600",""
"1999","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","49,100",""
"2000","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","50,800",""
"2001","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","51,200",""
"2002","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","50,900",""
"2003","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","50,600",""
"2004","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","51,600",""
"2005","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","52,900",""
"2006","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","54,700",""
"2007","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","56,500",""
"2008","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","57,000",""
"2009","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","55,100",""
"2010","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","56,100",""
"2011","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","56,700",""
"2012","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","56,700",""
"2013","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","57,000",""
"2014","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","57,700",""
"2015","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","57,800",""
"2016","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","58,100","p"
"2017","Switzerland","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1991","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1992","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1993","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1994","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1995","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1996","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1997","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","1,300",""
"1998","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","1,400",""
"1999","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","1,600",""
"2000","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","1,700",""
"2001","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","1,900",""
"2002","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","1,900",""
"2003","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,100",""
"2004","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,200",""
"2005","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,300",""
"2006","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,500",""
"2007","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,600",""
"2008","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,800",""
"2009","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,000",""
"2010","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,100",""
"2011","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,200",""
"2012","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,200",""
"2013","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,300",""
"2014","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,300",""
"2015","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,400",""
"2016","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,500","p"
"2017","Albania","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,700","e"
"1991","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1992","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1993","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1994","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices",":",""
"1995","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","1,900",""
"1996","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","1,900",""
"1997","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,000",""
"1998","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,100",""
"1999","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,400","b"
"2000","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,600",""
"2001","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,700",""
"2002","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","2,900",""
"2003","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,000",""
"2004","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,300",""
"2005","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,700","b"
"2006","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","3,900",""
"2007","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,100",""
"2008","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,400",""
"2009","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,300",""
"2010","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,300",""
"2011","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,400",""
"2012","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,400",""
"2013","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,600",""
"2014","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,500",""
"2015","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,600",""
"2016","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,800",""
"2017","Serbia","Chain linked volumes (2010), euro per capita","Gross domestic product at market prices","4,900",""
